,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
6248,Central African Republic,Sorghum,1993,11576,1342.0,0.25,25.14
6249,Central African Republic,Sorghum,1994,8020,1342.0,2.16,25.39
6250,Central African Republic,Sorghum,1995,7343,1342.0,22.87,25.5
6251,Central African Republic,Sorghum,1996,7835,1342.0,22.87,25.32
6252,Central African Republic,Sorghum,1997,8424,1342.0,22.87,25.69
6253,Central African Republic,Sorghum,1998,8452,1342.0,22.87,25.96
6254,Central African Republic,Sorghum,1999,7660,1342.0,22.87,25.05
6255,Central African Republic,Sorghum,2000,6967,1342.0,22.87,25.4
6256,Central African Republic,Sorghum,2001,8048,1342.0,22.87,25.28
6257,Central African Republic,Sorghum,2002,10322,1342.0,22.87,25.44
6258,Central African Republic,Sorghum,2004,8288,1342.0,22.87,25.67
6259,Central African Republic,Sorghum,2005,8998,1342.0,22.87,25.92
6260,Central African Republic,Sorghum,2006,9517,1342.0,22.87,25.85
6261,Central African Republic,Sorghum,2007,10000,1342.0,22.87,25.88
6262,Central African Republic,Sorghum,2008,10000,1342.0,22.87,25.76
6263,Central African Republic,Sorghum,2009,10000,1342.0,22.87,26.17
6264,Central African Republic,Sorghum,2010,9269,1342.0,22.87,26.06
6265,Central African Republic,Sorghum,2011,11707,1342.0,22.87,25.23
6266,Central African Republic,Sorghum,2012,11707,1342.0,22.87,25.28
6267,Central African Republic,Sorghum,2013,10529,1342.0,22.87,25.69
6268,Central African Republic,Yams,1990,65714,1342.0,0.04,25.42
6269,Central African Republic,Yams,1991,66582,1342.0,0.04,25.45
6270,Central African Republic,Yams,1992,68421,1342.0,0.04,24.81
6271,Central African Republic,Yams,1993,67058,1342.0,0.25,25.14
6272,Central African Republic,Yams,1994,66667,1342.0,2.16,25.39
6273,Central African Republic,Yams,1995,66667,1342.0,22.87,25.5
6274,Central African Republic,Yams,1996,66038,1342.0,22.87,25.32
6275,Central African Republic,Yams,1997,66667,1342.0,22.87,25.69
6276,Central African Republic,Yams,1998,67151,1342.0,22.87,25.96
6277,Central African Republic,Yams,1999,67925,1342.0,22.87,25.05
6278,Central African Republic,Yams,2000,67857,1342.0,22.87,25.4
6279,Central African Republic,Yams,2001,67585,1342.0,22.87,25.28
6280,Central African Republic,Yams,2002,67308,1342.0,22.87,25.44
6281,Central African Republic,Yams,2004,67308,1342.0,22.87,25.67
6282,Central African Republic,Yams,2005,68693,1342.0,22.87,25.92
6283,Central African Republic,Yams,2006,68519,1342.0,22.87,25.85
6284,Central African Republic,Yams,2007,71650,1342.0,22.87,25.88
6285,Central African Republic,Yams,2008,73831,1342.0,22.87,25.76
6286,Central African Republic,Yams,2009,75844,1342.0,22.87,26.17
6287,Central African Republic,Yams,2010,79091,1342.0,22.87,26.06
6288,Central African Republic,Yams,2011,78326,1342.0,22.87,25.23
6289,Central African Republic,Yams,2012,79310,1342.0,22.87,25.28
6290,Central African Republic,Yams,2013,78333,1342.0,22.87,25.69
6291,Chile,Maize,1990,81395,1522.0,15373.0,12.88
6292,Chile,Maize,1990,81395,1522.0,15373.0,6.11
6293,Chile,Maize,1991,83916,1522.0,15373.0,13.0
6294,Chile,Maize,1991,83916,1522.0,15373.0,6.37
6295,Chile,Maize,1992,84884,1522.0,15373.0,12.93
6296,Chile,Maize,1992,84884,1522.0,15373.0,5.97
6297,Chile,Maize,1993,84890,1522.0,15373.0,13.26
6298,Chile,Maize,1993,84890,1522.0,15373.0,6.16
6299,Chile,Maize,1994,89381,1522.0,15373.0,13.42
6300,Chile,Maize,1994,89381,1522.0,15373.0,6.7
6301,Chile,Maize,1995,91000,1522.0,15373.0,13.02
6302,Chile,Maize,1995,91000,1522.0,15373.0,6.4
6303,Chile,Maize,1996,94453,1522.0,15373.0,13.16
6304,Chile,Maize,1996,94453,1522.0,15373.0,6.26
6305,Chile,Maize,1997,82417,1522.0,15373.0,13.66
6306,Chile,Maize,1997,82417,1522.0,15373.0,6.8
6307,Chile,Maize,1998,94006,1522.0,15373.0,13.19
6308,Chile,Maize,1998,94006,1522.0,15373.0,6.28
6309,Chile,Maize,1999,85153,1522.0,15373.0,13.24
6310,Chile,Maize,1999,85153,1522.0,15373.0,5.93
6311,Chile,Maize,2000,94120,1522.0,14264.54,12.99
6312,Chile,Maize,2000,94120,1522.0,14264.54,5.95
6313,Chile,Maize,2001,94306,1522.0,13156.09,13.16
6314,Chile,Maize,2001,94306,1522.0,13156.09,6.41
6315,Chile,Maize,2002,105902,1522.0,12047.63,12.95
6316,Chile,Maize,2002,105902,1522.0,12047.63,6.25
6317,Chile,Maize,2004,110678,1522.0,9830.72,13.44
6318,Chile,Maize,2004,110678,1522.0,9830.72,6.32
6319,Chile,Maize,2005,112285,1522.0,9830.72,13.06
6320,Chile,Maize,2005,112285,1522.0,9830.72,6.22
6321,Chile,Maize,2006,111840,1522.0,9830.72,13.19
6322,Chile,Maize,2006,111840,1522.0,9830.72,6.84
6323,Chile,Maize,2007,89302,1522.0,9830.72,12.31
6324,Chile,Maize,2007,89302,1522.0,9830.72,5.51
6325,Chile,Maize,2008,101411,1522.0,9830.72,13.69
6326,Chile,Maize,2008,101411,1522.0,9830.72,6.57
6327,Chile,Maize,2009,104956,1522.0,9830.72,13.04
6328,Chile,Maize,2009,104956,1522.0,9830.72,6.7
6329,Chile,Maize,2010,110808,1522.0,9830.72,12.69
6330,Chile,Maize,2010,110808,1522.0,9830.72,6.13
6331,Chile,Maize,2011,119978,1522.0,9830.72,13.25
6332,Chile,Maize,2011,119978,1522.0,9830.72,6.27
6333,Chile,Maize,2012,107224,1522.0,9830.72,13.48
6334,Chile,Maize,2012,107224,1522.0,9830.72,6.82
6335,Chile,Maize,2013,106321,1522.0,9830.72,13.07
6336,Chile,Maize,2013,106321,1522.0,9830.72,5.94
6337,Chile,Potatoes,1990,150300,1522.0,15373.0,12.88
6338,Chile,Potatoes,1990,150300,1522.0,15373.0,6.11
6339,Chile,Potatoes,1991,142245,1522.0,15373.0,13.0
6340,Chile,Potatoes,1991,142245,1522.0,15373.0,6.37
6341,Chile,Potatoes,1992,164033,1522.0,15373.0,12.93
6342,Chile,Potatoes,1992,164033,1522.0,15373.0,5.97
6343,Chile,Potatoes,1993,145947,1522.0,15373.0,13.26
6344,Chile,Potatoes,1993,145947,1522.0,15373.0,6.16
6345,Chile,Potatoes,1994,153807,1522.0,15373.0,13.42
6346,Chile,Potatoes,1994,153807,1522.0,15373.0,6.7
6347,Chile,Potatoes,1995,152200,1522.0,15373.0,13.02
6348,Chile,Potatoes,1995,152200,1522.0,15373.0,6.4
6349,Chile,Potatoes,1996,138900,1522.0,15373.0,13.16
6350,Chile,Potatoes,1996,138900,1522.0,15373.0,6.26
6351,Chile,Potatoes,1997,164412,1522.0,15373.0,13.66
6352,Chile,Potatoes,1997,164412,1522.0,15373.0,6.8
6353,Chile,Potatoes,1998,140485,1522.0,15373.0,13.19
6354,Chile,Potatoes,1998,140485,1522.0,15373.0,6.28
6355,Chile,Potatoes,1999,164507,1522.0,15373.0,13.24
6356,Chile,Potatoes,1999,164507,1522.0,15373.0,5.93
6357,Chile,Potatoes,2000,164821,1522.0,14264.54,12.99
6358,Chile,Potatoes,2000,164821,1522.0,14264.54,5.95
6359,Chile,Potatoes,2001,191735,1522.0,13156.09,13.16
6360,Chile,Potatoes,2001,191735,1522.0,13156.09,6.41
6361,Chile,Potatoes,2002,212397,1522.0,12047.63,12.95
6362,Chile,Potatoes,2002,212397,1522.0,12047.63,6.25
6363,Chile,Potatoes,2004,192104,1522.0,9830.72,13.44
6364,Chile,Potatoes,2004,192104,1522.0,9830.72,6.32
6365,Chile,Potatoes,2005,200600,1522.0,9830.72,13.06
6366,Chile,Potatoes,2005,200600,1522.0,9830.72,6.22
6367,Chile,Potatoes,2006,220155,1522.0,9830.72,13.19
6368,Chile,Potatoes,2006,220155,1522.0,9830.72,6.84
6369,Chile,Potatoes,2007,152389,1522.0,9830.72,12.31
6370,Chile,Potatoes,2007,152389,1522.0,9830.72,5.51
6371,Chile,Potatoes,2008,172591,1522.0,9830.72,13.69
6372,Chile,Potatoes,2008,172591,1522.0,9830.72,6.57
6373,Chile,Potatoes,2009,205101,1522.0,9830.72,13.04
6374,Chile,Potatoes,2009,205101,1522.0,9830.72,6.7
6375,Chile,Potatoes,2010,212986,1522.0,9830.72,12.69
6376,Chile,Potatoes,2010,212986,1522.0,9830.72,6.13
6377,Chile,Potatoes,2011,312460,1522.0,9830.72,13.25
6378,Chile,Potatoes,2011,312460,1522.0,9830.72,6.27
6379,Chile,Potatoes,2012,263269,1522.0,9830.72,13.48
6380,Chile,Potatoes,2012,263269,1522.0,9830.72,6.82
6381,Chile,Potatoes,2013,233767,1522.0,9830.72,13.07
6382,Chile,Potatoes,2013,233767,1522.0,9830.72,5.94
6383,Chile,"Rice, paddy",1990,41734,1522.0,15373.0,12.88
6384,Chile,"Rice, paddy",1990,41734,1522.0,15373.0,6.11
6385,Chile,"Rice, paddy",1991,39366,1522.0,15373.0,13.0
6386,Chile,"Rice, paddy",1991,39366,1522.0,15373.0,6.37
6387,Chile,"Rice, paddy",1992,42044,1522.0,15373.0,12.93
6388,Chile,"Rice, paddy",1992,42044,1522.0,15373.0,5.97
6389,Chile,"Rice, paddy",1993,44921,1522.0,15373.0,13.26
6390,Chile,"Rice, paddy",1993,44921,1522.0,15373.0,6.16
6391,Chile,"Rice, paddy",1994,43834,1522.0,15373.0,13.42
6392,Chile,"Rice, paddy",1994,43834,1522.0,15373.0,6.7
6393,Chile,"Rice, paddy",1995,43000,1522.0,15373.0,13.02
6394,Chile,"Rice, paddy",1995,43000,1522.0,15373.0,6.4
6395,Chile,"Rice, paddy",1996,47704,1522.0,15373.0,13.16
6396,Chile,"Rice, paddy",1996,47704,1522.0,15373.0,6.26
6397,Chile,"Rice, paddy",1997,36336,1522.0,15373.0,13.66
6398,Chile,"Rice, paddy",1997,36336,1522.0,15373.0,6.8
6399,Chile,"Rice, paddy",1998,39089,1522.0,15373.0,13.19
6400,Chile,"Rice, paddy",1998,39089,1522.0,15373.0,6.28
6401,Chile,"Rice, paddy",1999,41508,1522.0,15373.0,13.24
6402,Chile,"Rice, paddy",1999,41508,1522.0,15373.0,5.93
6403,Chile,"Rice, paddy",2000,52414,1522.0,14264.54,12.99
6404,Chile,"Rice, paddy",2000,52414,1522.0,14264.54,5.95
6405,Chile,"Rice, paddy",2001,50179,1522.0,13156.09,13.16
6406,Chile,"Rice, paddy",2001,50179,1522.0,13156.09,6.41
6407,Chile,"Rice, paddy",2002,50724,1522.0,12047.63,12.95
6408,Chile,"Rice, paddy",2002,50724,1522.0,12047.63,6.25
6409,Chile,"Rice, paddy",2004,47898,1522.0,9830.72,13.44
6410,Chile,"Rice, paddy",2004,47898,1522.0,9830.72,6.32
6411,Chile,"Rice, paddy",2005,46677,1522.0,9830.72,13.06
6412,Chile,"Rice, paddy",2005,46677,1522.0,9830.72,6.22
6413,Chile,"Rice, paddy",2006,57296,1522.0,9830.72,13.19
6414,Chile,"Rice, paddy",2006,57296,1522.0,9830.72,6.84
6415,Chile,"Rice, paddy",2007,50663,1522.0,9830.72,12.31
6416,Chile,"Rice, paddy",2007,50663,1522.0,9830.72,5.51
6417,Chile,"Rice, paddy",2008,57920,1522.0,9830.72,13.69
6418,Chile,"Rice, paddy",2008,57920,1522.0,9830.72,6.57
6419,Chile,"Rice, paddy",2009,53763,1522.0,9830.72,13.04
6420,Chile,"Rice, paddy",2009,53763,1522.0,9830.72,6.7
6421,Chile,"Rice, paddy",2010,38599,1522.0,9830.72,12.69
6422,Chile,"Rice, paddy",2010,38599,1522.0,9830.72,6.13
6423,Chile,"Rice, paddy",2011,51899,1522.0,9830.72,13.25
6424,Chile,"Rice, paddy",2011,51899,1522.0,9830.72,6.27
6425,Chile,"Rice, paddy",2012,62435,1522.0,9830.72,13.48
6426,Chile,"Rice, paddy",2012,62435,1522.0,9830.72,6.82
6427,Chile,"Rice, paddy",2013,62051,1522.0,9830.72,13.07
6428,Chile,"Rice, paddy",2013,62051,1522.0,9830.72,5.94
6429,Chile,Sweet potatoes,1990,74784,1522.0,15373.0,12.88
6430,Chile,Sweet potatoes,1990,74784,1522.0,15373.0,6.11
6431,Chile,Sweet potatoes,1991,58268,1522.0,15373.0,13.0
6432,Chile,Sweet potatoes,1991,58268,1522.0,15373.0,6.37
6433,Chile,Sweet potatoes,1992,59400,1522.0,15373.0,12.93
6434,Chile,Sweet potatoes,1992,59400,1522.0,15373.0,5.97
6435,Chile,Sweet potatoes,1993,60532,1522.0,15373.0,13.26
6436,Chile,Sweet potatoes,1993,60532,1522.0,15373.0,6.16
6437,Chile,Sweet potatoes,1994,61664,1522.0,15373.0,13.42
6438,Chile,Sweet potatoes,1994,61664,1522.0,15373.0,6.7
6439,Chile,Sweet potatoes,1995,62796,1522.0,15373.0,13.02
6440,Chile,Sweet potatoes,1995,62796,1522.0,15373.0,6.4
6441,Chile,Sweet potatoes,1996,63928,1522.0,15373.0,13.16
6442,Chile,Sweet potatoes,1996,63928,1522.0,15373.0,6.26
6443,Chile,Sweet potatoes,1997,65060,1522.0,15373.0,13.66
6444,Chile,Sweet potatoes,1997,65060,1522.0,15373.0,6.8
6445,Chile,Sweet potatoes,1998,65968,1522.0,15373.0,13.19
6446,Chile,Sweet potatoes,1998,65968,1522.0,15373.0,6.28
6447,Chile,Sweet potatoes,1999,68514,1522.0,15373.0,13.24
6448,Chile,Sweet potatoes,1999,68514,1522.0,15373.0,5.93
6449,Chile,Sweet potatoes,2000,70002,1522.0,14264.54,12.99
6450,Chile,Sweet potatoes,2000,70002,1522.0,14264.54,5.95
6451,Chile,Sweet potatoes,2001,69997,1522.0,13156.09,13.16
6452,Chile,Sweet potatoes,2001,69997,1522.0,13156.09,6.41
6453,Chile,Sweet potatoes,2002,70000,1522.0,12047.63,12.95
6454,Chile,Sweet potatoes,2002,70000,1522.0,12047.63,6.25
6455,Chile,Sweet potatoes,2004,72917,1522.0,9830.72,13.44
6456,Chile,Sweet potatoes,2004,72917,1522.0,9830.72,6.32
6457,Chile,Sweet potatoes,2005,73171,1522.0,9830.72,13.06
6458,Chile,Sweet potatoes,2005,73171,1522.0,9830.72,6.22
6459,Chile,Sweet potatoes,2006,74400,1522.0,9830.72,13.19
6460,Chile,Sweet potatoes,2006,74400,1522.0,9830.72,6.84
6461,Chile,Sweet potatoes,2007,73077,1522.0,9830.72,12.31
6462,Chile,Sweet potatoes,2007,73077,1522.0,9830.72,5.51
6463,Chile,Sweet potatoes,2008,78022,1522.0,9830.72,13.69
6464,Chile,Sweet potatoes,2008,78022,1522.0,9830.72,6.57
6465,Chile,Sweet potatoes,2009,86799,1522.0,9830.72,13.04
6466,Chile,Sweet potatoes,2009,86799,1522.0,9830.72,6.7
6467,Chile,Sweet potatoes,2010,92862,1522.0,9830.72,12.69
6468,Chile,Sweet potatoes,2010,92862,1522.0,9830.72,6.13
6469,Chile,Sweet potatoes,2011,99022,1522.0,9830.72,13.25
6470,Chile,Sweet potatoes,2011,99022,1522.0,9830.72,6.27
6471,Chile,Sweet potatoes,2012,107692,1522.0,9830.72,13.48
6472,Chile,Sweet potatoes,2012,107692,1522.0,9830.72,6.82
6473,Chile,Sweet potatoes,2013,107692,1522.0,9830.72,13.07
6474,Chile,Sweet potatoes,2013,107692,1522.0,9830.72,5.94
6475,Chile,Wheat,1990,29481,1522.0,15373.0,12.88
6476,Chile,Wheat,1990,29481,1522.0,15373.0,6.11
6477,Chile,Wheat,1991,34057,1522.0,15373.0,13.0
6478,Chile,Wheat,1991,34057,1522.0,15373.0,6.37
6479,Chile,Wheat,1992,33787,1522.0,15373.0,12.93
6480,Chile,Wheat,1992,33787,1522.0,15373.0,5.97
6481,Chile,Wheat,1993,33500,1522.0,15373.0,13.26
6482,Chile,Wheat,1993,33500,1522.0,15373.0,6.16
6483,Chile,Wheat,1994,35157,1522.0,15373.0,13.42
6484,Chile,Wheat,1994,35157,1522.0,15373.0,6.7
6485,Chile,Wheat,1995,35500,1522.0,15373.0,13.02
6486,Chile,Wheat,1995,35500,1522.0,15373.0,6.4
6487,Chile,Wheat,1996,33278,1522.0,15373.0,13.16
6488,Chile,Wheat,1996,33278,1522.0,15373.0,6.26
6489,Chile,Wheat,1997,40174,1522.0,15373.0,13.66
6490,Chile,Wheat,1997,40174,1522.0,15373.0,6.8
6491,Chile,Wheat,1998,43846,1522.0,15373.0,13.19
6492,Chile,Wheat,1998,43846,1522.0,15373.0,6.28
6493,Chile,Wheat,1999,35342,1522.0,15373.0,13.24
6494,Chile,Wheat,1999,35342,1522.0,15373.0,5.93
6495,Chile,Wheat,2000,38120,1522.0,14264.54,12.99
6496,Chile,Wheat,2000,38120,1522.0,14264.54,5.95
6497,Chile,Wheat,2001,42999,1522.0,13156.09,13.16
6498,Chile,Wheat,2001,42999,1522.0,13156.09,6.41
6499,Chile,Wheat,2002,42722,1522.0,12047.63,12.95
6500,Chile,Wheat,2002,42722,1522.0,12047.63,6.25
6501,Chile,Wheat,2004,45710,1522.0,9830.72,13.44
6502,Chile,Wheat,2004,45710,1522.0,9830.72,6.32
6503,Chile,Wheat,2005,44130,1522.0,9830.72,13.06
6504,Chile,Wheat,2005,44130,1522.0,9830.72,6.22
6505,Chile,Wheat,2006,44601,1522.0,9830.72,13.19
6506,Chile,Wheat,2006,44601,1522.0,9830.72,6.84
6507,Chile,Wheat,2007,47859,1522.0,9830.72,12.31
6508,Chile,Wheat,2007,47859,1522.0,9830.72,5.51
6509,Chile,Wheat,2008,45748,1522.0,9830.72,13.69
6510,Chile,Wheat,2008,45748,1522.0,9830.72,6.57
6511,Chile,Wheat,2009,40809,1522.0,9830.72,13.04
6512,Chile,Wheat,2009,40809,1522.0,9830.72,6.7
6513,Chile,Wheat,2010,57658,1522.0,9830.72,12.69
6514,Chile,Wheat,2010,57658,1522.0,9830.72,6.13
6515,Chile,Wheat,2011,58060,1522.0,9830.72,13.25
6516,Chile,Wheat,2011,58060,1522.0,9830.72,6.27
6517,Chile,Wheat,2012,49468,1522.0,9830.72,13.48
6518,Chile,Wheat,2012,49468,1522.0,9830.72,6.82
6519,Chile,Wheat,2013,58143,1522.0,9830.72,13.07
6520,Chile,Wheat,2013,58143,1522.0,9830.72,5.94
6521,Colombia,Cassava,1990,93532,3240.0,18058.29,27.22
6522,Colombia,Cassava,1990,93532,3240.0,18058.29,22.4
6523,Colombia,Cassava,1991,94555,3240.0,16817.0,27.3
6524,Colombia,Cassava,1991,94555,3240.0,16817.0,22.53
6525,Colombia,Cassava,1992,91084,3240.0,15305.94,27.38
6526,Colombia,Cassava,1992,91084,3240.0,15305.94,22.67
6527,Colombia,Cassava,1993,101888,3240.0,14961.81,27.42
6528,Colombia,Cassava,1993,101888,3240.0,14961.81,22.29
6529,Colombia,Cassava,1994,94651,3240.0,17051.34,27.17
6530,Colombia,Cassava,1994,94651,3240.0,17051.34,22.33
6531,Colombia,Cassava,1995,98583,3240.0,20156.23,27.3
6532,Colombia,Cassava,1995,98583,3240.0,20156.23,22.27
6533,Colombia,Cassava,1996,101765,3240.0,18131.0,27.12
6534,Colombia,Cassava,1996,101765,3240.0,18131.0,22.07
6535,Colombia,Cassava,1997,92083,3240.0,16005.0,27.54
6536,Colombia,Cassava,1997,92083,3240.0,16005.0,22.9
6537,Colombia,Cassava,1998,90321,3240.0,60687.0,27.67
6538,Colombia,Cassava,1998,90321,3240.0,60687.0,23.07
6539,Colombia,Cassava,1999,97882,3240.0,66088.0,26.77
6540,Colombia,Cassava,1999,97882,3240.0,66088.0,21.83
6541,Colombia,Cassava,2000,99939,3240.0,75843.0,26.98
6542,Colombia,Cassava,2000,99939,3240.0,75843.0,22.01
6543,Colombia,Cassava,2001,104108,3240.0,85515.3,27.28
6544,Colombia,Cassava,2001,104108,3240.0,85515.3,22.5
6545,Colombia,Cassava,2002,103100,3240.0,84023.26,27.77
6546,Colombia,Cassava,2002,103100,3240.0,84023.26,22.73
6547,Colombia,Cassava,2004,108559,3240.0,105514.19,27.3
6548,Colombia,Cassava,2004,108559,3240.0,105514.19,22.63
6549,Colombia,Cassava,2005,106912,3240.0,117881.45,27.56
6550,Colombia,Cassava,2005,106912,3240.0,117881.45,22.69
6551,Colombia,Cassava,2006,103639,3240.0,98328.63,27.51
6552,Colombia,Cassava,2006,103639,3240.0,98328.63,22.6
6553,Colombia,Cassava,2007,108337,3240.0,82439.06,27.45
6554,Colombia,Cassava,2007,108337,3240.0,82439.06,22.48
6555,Colombia,Cassava,2008,109215,3240.0,48538.97,27.16
6556,Colombia,Cassava,2008,109215,3240.0,48538.97,22.07
6557,Colombia,Cassava,2009,106899,3240.0,51435.13,27.68
6558,Colombia,Cassava,2009,106899,3240.0,51435.13,22.87
6559,Colombia,Cassava,2010,106094,3240.0,48618.46,27.54
6560,Colombia,Cassava,2010,106094,3240.0,48618.46,22.68
6561,Colombia,Cassava,2011,107039,3240.0,53797.0,27.18
6562,Colombia,Cassava,2011,107039,3240.0,53797.0,22.33
6563,Colombia,Cassava,2012,96365,3240.0,48727.73,27.56
6564,Colombia,Cassava,2012,96365,3240.0,48727.73,22.58
6565,Colombia,Cassava,2013,99633,3240.0,54563.38,27.6
6566,Colombia,Cassava,2013,99633,3240.0,54563.38,22.85
6567,Colombia,Maize,1990,14498,3240.0,18058.29,27.22
6568,Colombia,Maize,1990,14498,3240.0,18058.29,22.4
6569,Colombia,Maize,1991,15498,3240.0,16817.0,27.3
6570,Colombia,Maize,1991,15498,3240.0,16817.0,22.53
6571,Colombia,Maize,1992,15175,3240.0,15305.94,27.38
6572,Colombia,Maize,1992,15175,3240.0,15305.94,22.67
6573,Colombia,Maize,1993,15465,3240.0,14961.81,27.42
6574,Colombia,Maize,1993,15465,3240.0,14961.81,22.29
6575,Colombia,Maize,1994,15671,3240.0,17051.34,27.17
6576,Colombia,Maize,1994,15671,3240.0,17051.34,22.33
6577,Colombia,Maize,1995,15537,3240.0,20156.23,27.3
6578,Colombia,Maize,1995,15537,3240.0,20156.23,22.27
6579,Colombia,Maize,1996,16293,3240.0,18131.0,27.12
6580,Colombia,Maize,1996,16293,3240.0,18131.0,22.07
6581,Colombia,Maize,1997,17054,3240.0,16005.0,27.54
6582,Colombia,Maize,1997,17054,3240.0,16005.0,22.9
6583,Colombia,Maize,1998,16598,3240.0,60687.0,27.67
6584,Colombia,Maize,1998,16598,3240.0,60687.0,23.07
6585,Colombia,Maize,1999,17961,3240.0,66088.0,26.77
6586,Colombia,Maize,1999,17961,3240.0,66088.0,21.83
6587,Colombia,Maize,2000,21064,3240.0,75843.0,26.98
6588,Colombia,Maize,2000,21064,3240.0,75843.0,22.01
6589,Colombia,Maize,2001,20755,3240.0,85515.3,27.28
6590,Colombia,Maize,2001,20755,3240.0,85515.3,22.5
6591,Colombia,Maize,2002,22773,3240.0,84023.26,27.77
6592,Colombia,Maize,2002,22773,3240.0,84023.26,22.73
6593,Colombia,Maize,2004,26357,3240.0,105514.19,27.3
6594,Colombia,Maize,2004,26357,3240.0,105514.19,22.63
6595,Colombia,Maize,2005,27537,3240.0,117881.45,27.56
6596,Colombia,Maize,2005,27537,3240.0,117881.45,22.69
6597,Colombia,Maize,2006,25368,3240.0,98328.63,27.51
6598,Colombia,Maize,2006,25368,3240.0,98328.63,22.6
6599,Colombia,Maize,2007,27661,3240.0,82439.06,27.45
6600,Colombia,Maize,2007,27661,3240.0,82439.06,22.48
6601,Colombia,Maize,2008,27712,3240.0,48538.97,27.16
6602,Colombia,Maize,2008,27712,3240.0,48538.97,22.07
6603,Colombia,Maize,2009,26845,3240.0,51435.13,27.68
6604,Colombia,Maize,2009,26845,3240.0,51435.13,22.87
6605,Colombia,Maize,2010,27227,3240.0,48618.46,27.54
6606,Colombia,Maize,2010,27227,3240.0,48618.46,22.68
6607,Colombia,Maize,2011,28591,3240.0,53797.0,27.18
6608,Colombia,Maize,2011,28591,3240.0,53797.0,22.33
6609,Colombia,Maize,2012,29052,3240.0,48727.73,27.56
6610,Colombia,Maize,2012,29052,3240.0,48727.73,22.58
6611,Colombia,Maize,2013,28246,3240.0,54563.38,27.6
6612,Colombia,Maize,2013,28246,3240.0,54563.38,22.85
6613,Colombia,Plantains and others,1990,71514,3240.0,18058.29,27.22
6614,Colombia,Plantains and others,1990,71514,3240.0,18058.29,22.4
6615,Colombia,Plantains and others,1991,72329,3240.0,16817.0,27.3
6616,Colombia,Plantains and others,1991,72329,3240.0,16817.0,22.53
6617,Colombia,Plantains and others,1992,71621,3240.0,15305.94,27.38
6618,Colombia,Plantains and others,1992,71621,3240.0,15305.94,22.67
6619,Colombia,Plantains and others,1993,67685,3240.0,14961.81,27.42
6620,Colombia,Plantains and others,1993,67685,3240.0,14961.81,22.29
6621,Colombia,Plantains and others,1994,64794,3240.0,17051.34,27.17
6622,Colombia,Plantains and others,1994,64794,3240.0,17051.34,22.33
6623,Colombia,Plantains and others,1995,73766,3240.0,20156.23,27.3
6624,Colombia,Plantains and others,1995,73766,3240.0,20156.23,22.27
6625,Colombia,Plantains and others,1996,69346,3240.0,18131.0,27.12
6626,Colombia,Plantains and others,1996,69346,3240.0,18131.0,22.07
6627,Colombia,Plantains and others,1997,70972,3240.0,16005.0,27.54
6628,Colombia,Plantains and others,1997,70972,3240.0,16005.0,22.9
6629,Colombia,Plantains and others,1998,67354,3240.0,60687.0,27.67
6630,Colombia,Plantains and others,1998,67354,3240.0,60687.0,23.07
6631,Colombia,Plantains and others,1999,69037,3240.0,66088.0,26.77
6632,Colombia,Plantains and others,1999,69037,3240.0,66088.0,21.83
6633,Colombia,Plantains and others,2000,72291,3240.0,75843.0,26.98
6634,Colombia,Plantains and others,2000,72291,3240.0,75843.0,22.01
6635,Colombia,Plantains and others,2001,77307,3240.0,85515.3,27.28
6636,Colombia,Plantains and others,2001,77307,3240.0,85515.3,22.5
6637,Colombia,Plantains and others,2002,78479,3240.0,84023.26,27.77
6638,Colombia,Plantains and others,2002,78479,3240.0,84023.26,22.73
6639,Colombia,Plantains and others,2004,78520,3240.0,105514.19,27.3
6640,Colombia,Plantains and others,2004,78520,3240.0,105514.19,22.63
6641,Colombia,Plantains and others,2005,78868,3240.0,117881.45,27.56
6642,Colombia,Plantains and others,2005,78868,3240.0,117881.45,22.69
6643,Colombia,Plantains and others,2006,81953,3240.0,98328.63,27.51
6644,Colombia,Plantains and others,2006,81953,3240.0,98328.63,22.6
6645,Colombia,Plantains and others,2007,81560,3240.0,82439.06,27.45
6646,Colombia,Plantains and others,2007,81560,3240.0,82439.06,22.48
6647,Colombia,Plantains and others,2008,81611,3240.0,48538.97,27.16
6648,Colombia,Plantains and others,2008,81611,3240.0,48538.97,22.07
6649,Colombia,Plantains and others,2009,78714,3240.0,51435.13,27.68
6650,Colombia,Plantains and others,2009,78714,3240.0,51435.13,22.87
6651,Colombia,Plantains and others,2010,80771,3240.0,48618.46,27.54
6652,Colombia,Plantains and others,2010,80771,3240.0,48618.46,22.68
6653,Colombia,Plantains and others,2011,79624,3240.0,53797.0,27.18
6654,Colombia,Plantains and others,2011,79624,3240.0,53797.0,22.33
6655,Colombia,Plantains and others,2012,80883,3240.0,48727.73,27.56
6656,Colombia,Plantains and others,2012,80883,3240.0,48727.73,22.58
6657,Colombia,Plantains and others,2013,84230,3240.0,54563.38,27.6
6658,Colombia,Plantains and others,2013,84230,3240.0,54563.38,22.85
6659,Colombia,Potatoes,1990,152736,3240.0,18058.29,27.22
6660,Colombia,Potatoes,1990,152736,3240.0,18058.29,22.4
6661,Colombia,Potatoes,1991,156654,3240.0,16817.0,27.3
6662,Colombia,Potatoes,1991,156654,3240.0,16817.0,22.53
